tweet_id,timestamp,favorite_count,retweet_count,text,source,expanded_urls,img_num,jpg_url,name,stage,rating_numerator,rating_denominator,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
66638272586533,2015-11-16 01:22:45+00:00,496,232,This is the happiest dog you will ever see. Very committed owner. Nice couch. 10/10 https://t.co/RhUEAloehK,Twitter for iPhone,https://twitter.com/dog_rates/status/666063827256086533,1,https://pbs.twimg.com/media/CT5Vg_wXIAAXfnj.jpg,the,,10.0,10,golden_retriever,0.77593,True,Tibetan_mastiff,0.0937178,True,Labrador_retriever,0.0724266,True
667119322191,2015-11-16 01:52:02+00:00,154,67,Here we have a northern speckled Rhododendron. Much sass. Gives 0 fucks. Good tongue. 9/10 would caress sensually https://t.co/ZoL8kq2XFx,Twitter for iPhone,https://twitter.com/dog_rates/status/666071193221509120,1,https://pbs.twimg.com/media/CT5cN_3WEAAlOoZ.jpg,,,9.0,10,Gordon_setter,0.503672,True,Yorkshire_terrier,0.174201,True,Pekinese,0.109454,True
667307867716,2015-11-16 01:59:36+00:00,335,174,Let's hope this flight isn't Malaysian (lol). What a dog! Almost completely camouflaged. 10/10 I trust this pilot https://t.co/Yk6GHE9tOY,Twitter for iPhone,https://twitter.com/dog_rates/status/666073100786774016,1,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg,,,10.0,10,Walker_hound,0.260857,True,English_foxhound,0.1753819999999999,True,Ibizan_hound,0.0974705,True
6682916733198337,2015-11-16 02:38:37+00:00,121,47,Here we have a well-established sunblockerspaniel. Lost his other flip-flop. 6/10 not very waterproof https://t.co/3RU6x0vHB7,Twitter for iPhone,https://twitter.com/dog_rates/status/666082916733198337,1,https://pbs.twimg.com/media/CT5m4VGWEAAtKc8.jpg,,,6.0,10,pug,0.489814,True,bull_mastiff,0.4047219999999999,True,French_bulldog,0.0489595,True
669022159362,2015-11-16 03:22:39+00:00,169,79,This appears to be a Mongolian Presbyterian mix. Very tired. Tongue slip confirmed. 9/10 would lie down with https://t.co/mnioXo3IfP,Twitter for iPhone,https://twitter.com/dog_rates/status/666094000022159362,1,https://pbs.twimg.com/media/CT5w9gUW4AAsBNN.jpg,,,9.0,10,bloodhound,0.195217,True,German_shepherd,0.0782598,True,malinois,0.0756278,True
669951378532,2015-11-16 03:44:34+00:00,164,73,Can stand on stump for what seems like a while. Built that birdhouse? Impressive. Made friends with a squirrel. 8/10 https://t.co/Ri4nMTLq5C,Twitter for iPhone,https://twitter.com/dog_rates/status/666099513787052032,1,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,,,8.0,10,Lhasa,0.58233,True,Shih-Tzu,0.166192,True,Dandie_Dinmont,0.0896883,True
66621559144576,2015-11-16 03:55:04+00:00,81,16,Oh my. Here you are seeing an Adobe Setter giving birth to twins!!! The world is an amazing place. 11/10 https://t.co/11LvqN4WLq,Twitter for iPhone,https://twitter.com/dog_rates/status/666102155909144576,1,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,,,11.0,10,English_setter,0.298617,True,Newfoundland,0.149842,True,borzoi,0.133649,True
66641332886688,2015-11-16 04:02:55+00:00,14765,6871,Not familiar with this breed. No tail (weird). Only 2 legs. Doesn't bark. Surprisingly quick. Shits eggs. 1/10 https://t.co/Asgdc6kuLX,Twitter for iPhone,https://twitter.com/dog_rates/status/666104133288665088,1,https://pbs.twimg.com/media/CT56LSZWoAAlJj2.jpg,,,,,hen,0.965932,False,cock,0.0339194,False,partridge,5.20658e-05,False
66626893644416,2015-11-16 14:57:41+00:00,108,37,Very concerned about fellow dog trapped in computer. 10/10 https://t.co/0yxApIikpk,Twitter for iPhone,https://twitter.com/dog_rates/status/666268910803644416,1,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,,,10.0,10,desktop_computer,0.086502,False,desk,0.0855474,False,bookcase,0.0794797,False
6662797616637952,2015-11-16 15:14:19+00:00,184,82,Can take selfies 11/10 https://t.co/ws2AMaNwPW,Twitter for iPhone,https://twitter.com/dog_rates/status/666273097616637952,1,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,,,11.0,10,Italian_greyhound,0.176053,True,toy_terrier,0.111884,True,basenji,0.111152,True
6662876224695296,2015-11-16 16:11:11+00:00,152,71,This is an Albanian 3 1/2 legged  Episcopalian. Loves well-polished hardwood flooring. Penis on the collar. 9/10 https://t.co/d9NcXFKwLv,Twitter for iPhone,https://twitter.com/dog_rates/status/666287406224695296,1,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,an,,1.0,2,Maltese_dog,0.8575309999999999,True,toy_poodle,0.0630638,True,miniature_poodle,0.0255806,True
666293911632134144,2015-11-16 16:37:02+00:00,522,368,This is a funny dog. Weird toes. Won't come down. Loves branch. Refuses to eat his food. Hard to cuddle with. 3/10 https://t.co/IIXis0zta0,Twitter for iPhone,https://twitter.com/dog_rates/status/666293911632134144,1,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg,a,,3.0,10,three-toed_sloth,0.914671,False,otter,0.01525,False,great_grey_owl,0.0132072,False
6663378823524864,2015-11-16 19:31:45+00:00,204,96,This is an extremely rare horned Parthenon. Not amused. Wears shoes. Overall very nice. 9/10 would pet aggressively https://t.co/QpRjllzWAL,Twitter for iPhone,https://twitter.com/dog_rates/status/666337882303524864,1,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,an,,9.0,10,ox,0.4166689999999999,False,Newfoundland,0.278407,True,groenendael,0.102643,True
6663454175762432,2015-11-16 20:01:42+00:00,307,146,Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho 10/10 https://t.co/VFKG1vxGjB,Twitter for iPhone,https://twitter.com/dog_rates/status/666345417576210432,1,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,,,10.0,10,golden_retriever,0.8587440000000001,True,Chesapeake_Bay_retriever,0.0547868,True,Labrador_retriever,0.0142408999999999,True
6663532884561888,2015-11-16 20:32:58+00:00,229,77,Here we have a mixed Asiago from the Galápagos Islands. Only one ear working. Big fan of marijuana carpet. 8/10 https://t.co/tltQ5w9aUO,Twitter for iPhone,https://twitter.com/dog_rates/status/666353288456101888,1,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,,,8.0,10,malamute,0.3368739999999999,True,Siberian_husky,0.147655,True,Eskimo_dog,0.0934123999999999,True
6663627589284353,2015-11-16 21:10:36+00:00,804,595,Unique dog here. Very small. Lives in container of Frosted Flakes (?). Short legs. Must be rare 6/10 would still pet https://t.co/XMD9CwjEnM,Twitter for iPhone,https://twitter.com/dog_rates/status/666362758909284353,1,https://pbs.twimg.com/media/CT9lXGsUcAAyUFt.jpg,,,6.0,10,guinea_pig,0.996496,False,skunk,0.00240245,False,hamster,0.000460863,False
6663737537445882,2015-11-16 21:54:18+00:00,194,100,Those are sunglasses and a jean jacket. 11/10 dog cool af https://t.co/uHXrPkUEyl,Twitter for iPhone,https://twitter.com/dog_rates/status/666373753744588802,1,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,,,11.0,10,soft-coated_wheaten_terrier,0.326467,True,Afghan_hound,0.259551,True,briard,0.206803,True
6663962473732915,2015-11-16 23:23:41+00:00,172,92,Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert. 9/10 https://t.co/Dc7b0E8qFE,Twitter for iPhone,https://twitter.com/dog_rates/status/666396247373291520,1,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,,,9.0,10,Chihuahua,0.978108,True,toy_terrier,0.00939697,True,papillon,0.00457681,True
66671268567654,2015-11-17 00:06:54+00:00,113,44,This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 https://t.co/LopTBkKa8h,Twitter for iPhone,https://twitter.com/dog_rates/status/666407126856765440,1,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,a,,7.0,10,black-and-tan_coonhound,0.529139,True,bloodhound,0.24422,True,flat-coated_retriever,0.17381,True
6664117551481857,2015-11-17 00:24:19+00:00,459,339,This is quite the dog. Gets really excited when not in water. Not very soft tho. Bad at fetch. Can't do tricks. 2/10 https://t.co/aMCTNWO94t,Twitter for iPhone,https://twitter.com/dog_rates/status/666411507551481857,1,https://pbs.twimg.com/media/CT-RugiWIAELEaq.jpg,quite,,2.0,10,coho,0.40464,False,barracouta,0.271485,False,gar,0.189945,False
666418789513326592,2015-11-17 00:53:15+00:00,129,48,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 https://t.co/qXpcwENTvn,Twitter for iPhone,https://twitter.com/dog_rates/status/666418789513326592,1,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,Walter,,10.0,10,toy_terrier,0.14968,True,papillon,0.148258,True,Chihuahua,0.14286,True
666421158376562688,2015-11-17 01:02:40+00:00,327,118,*internally screaming* 12/10 https://t.co/YMcrXC2Y6R,Twitter for iPhone,https://twitter.com/dog_rates/status/666421158376562688,1,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,,,12.0,10,Blenheim_spaniel,0.906777,True,cocker_spaniel,0.0903464,True,Shih-Tzu,0.00111687,True
666428276349472768,2015-11-17 01:30:57+00:00,171,90,Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with https://t.co/NMQq6HIglK,Twitter for iPhone,https://twitter.com/dog_rates/status/666428276349472768,1,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,,,7.0,10,Pembroke,0.371361,True,chow,0.249394,True,Pomeranian,0.241878,True
6664724426358785,2015-11-17 01:40:41+00:00,330,204,Oh boy what a pup! Sunglasses take this one to the next level. Weirdly folds front legs. Pretty big. 6/10 https://t.co/yECbFrSArM,Twitter for iPhone,https://twitter.com/dog_rates/status/666430724426358785,1,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,,,6.0,10,llama,0.505184,False,Irish_terrier,0.104109,True,dingo,0.0620712,False
6664356523854233,2015-11-17 02:00:15+00:00,170,54,"""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10 https://t.co/GlFZPzqcEU",Twitter for iPhone,https://twitter.com/dog_rates/status/666435652385423360,1,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,,,10.0,10,Chesapeake_Bay_retriever,0.18413,True,chain_saw,0.0567753,False,power_drill,0.0367634,False
666437273139982337,2015-11-17 02:06:42+00:00,131,52,Here we see a lone northeastern Cumberbatch. Half ladybug. Only builds with bricks. Very confident with body. 7/10 https://t.co/7LtjBS0GPK,Twitter for iPhone,https://twitter.com/dog_rates/status/666437273139982337,1,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,,,7.0,10,Chihuahua,0.6718529999999999,True,beagle,0.12468,True,Saluki,0.0440941999999999,True
6664473444484738,2015-11-17 02:46:43+00:00,107,23,This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty. 9/10 nothing bad to say https://t.co/kH60oka1HW,Twitter for iPhone,https://twitter.com/dog_rates/status/666447344410484738,1,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,Scout,,9.0,10,curly-coated_retriever,0.322084,True,giant_schnauzer,0.287955,True,Labrador_retriever,0.166331,True
666454714377183233,2015-11-17 03:16:00+00:00,545,223,I'll name the dogs from now on. This is Kreggory. He does parkour. 10/10 https://t.co/uPqPeXAcua,Twitter for iPhone,https://twitter.com/dog_rates/status/666454714377183233,1,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,Kreggory,,10.0,10,dalmatian,0.278954,True,Labrador_retriever,0.237612,True,Great_Pyrenees,0.171106,True
6666448231647194,2015-11-17 15:51:26+00:00,238,88,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,Twitter for iPhone,https://twitter.com/dog_rates/status/666644823164719104,1,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,Jimothy,,9.0,10,Ibizan_hound,0.0443334,True,Pembroke,0.0432093,True,West_Highland_white_terrier,0.0389056,True
66664948231591,2015-11-17 16:09:56+00:00,923,608,Cool dog. Enjoys couch. Low monotone bark. Very nice kicks. Pisses milk (must be rare). Can't go down stairs. 4/10 https://t.co/vXMKrJC81s,Twitter for iPhone,https://twitter.com/dog_rates/status/666649482315059201,1,https://pbs.twimg.com/media/CUBqKnLWwAA5OQB.jpg,,,4.0,10,Border_collie,0.4478029999999999,True,English_springer,0.170497,True,collie,0.139206,True
6666914187132416,2015-11-17 18:56:35+00:00,196,51,This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 https://t.co/bg4TqvvkuF,Twitter for iPhone,https://twitter.com/dog_rates/status/666691418707132416,1,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,Christoper,,8.0,10,German_shepherd,0.975401,True,beagle,0.00868727,True,bloodhound,0.00539404,True
66611682283315,2015-11-17 19:35:19+00:00,449,234,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB,Twitter for iPhone,https://twitter.com/dog_rates/status/666701168228331520,1,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,a,,8.0,10,Labrador_retriever,0.887707,True,Chihuahua,0.029307,True,French_bulldog,0.0207563,True
66673932729836,2015-11-17 22:06:57+00:00,244,71,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,Twitter for iPhone,https://twitter.com/dog_rates/status/666739327293083650,1,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,Lugan,,10.0,10,miniature_poodle,0.546933,True,cocker_spaniel,0.1652549999999999,True,toy_poodle,0.0959589,True
66677684876848,2015-11-18 00:36:17+00:00,368,186,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,Twitter for iPhone,https://twitter.com/dog_rates/status/666776908487630848,1,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,Josep,,5.0,10,seat_belt,0.375057,False,miniature_pinscher,0.167175,True,Chihuahua,0.0869506,True
666781792255496192,2015-11-18 00:55:42+00:00,404,211,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,Twitter for iPhone,https://twitter.com/dog_rates/status/666781792255496192,1,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,a,,10.0,10,Italian_greyhound,0.618316,True,Weimaraner,0.151363,True,vizsla,0.0859891,True
666786858714,2015-11-18 01:12:41+00:00,800,521,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,Twitter for iPhone,https://twitter.com/dog_rates/status/666786068205871104,1,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,,,2.0,10,snail,0.999888,False,slug,5.51417e-05,False,acorn,2.6258e-05,False
66643649887544,2015-11-18 02:25:23+00:00,250,95,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,Twitter for iPhone,https://twitter.com/dog_rates/status/666804364988780544,1,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,Jockson,,8.0,10,English_setter,0.328792,True,Brittany_spaniel,0.283545,True,Ibizan_hound,0.0574615,True
6668178363396384,2015-11-18 03:18:55+00:00,540,267,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,Twitter for iPhone,https://twitter.com/dog_rates/status/666817836334096384,1,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,Jeph,,9.0,10,miniature_schnauzer,0.496953,True,standard_schnauzer,0.285276,True,giant_schnauzer,0.0737636999999999,True
6668267179869698,2015-11-18 03:54:28+00:00,266,105,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,Twitter for iPhone,https://twitter.com/dog_rates/status/666826780179869698,1,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,,,12.0,10,Maltese_dog,0.359383,True,teddy,0.148759,False,West_Highland_white_terrier,0.1060069999999999,True
6668307768551424,2015-11-18 04:27:09+00:00,222,83,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,Twitter for iPhone,https://twitter.com/dog_rates/status/666835007768551424,1,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,,,10.0,10,Airedale,0.448459,True,toy_poodle,0.12403,True,teddy,0.1101829999999999,False
6668328449972224,2015-11-18 04:35:11+00:00,857,584,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,Twitter for iPhone,https://twitter.com/dog_rates/status/666837028449972224,1,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,,,3.0,10,triceratops,0.442113,False,armadillo,0.114071,False,common_iguana,0.0432553,False
6669839476671134,2015-11-18 14:18:59+00:00,2679,1040,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever https://t.co/cyDfaK8NBc,Twitter for iPhone,https://twitter.com/dog_rates/status/666983947667116034,1,https://pbs.twimg.com/media/CUGaXDhW4AY9JUH.jpg,a,,11.0,10,swab,0.589446,False,chain_saw,0.190142,False,wig,0.0345097,False
6669961327977728,2015-11-18 15:07:24+00:00,258,102,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,Twitter for iPhone,https://twitter.com/dog_rates/status/666996132027977728,1,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,Carll,,10.0,10,hay,0.507637,False,Rottweiler,0.0624899,True,water_buffalo,0.0484246999999999,False
6612339248,2015-11-18 16:12:51+00:00,471,237,This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,Twitter for iPhone,https://twitter.com/dog_rates/status/667012601033924608,1,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,Klevin,,9.0,10,hyena,0.98723,False,African_hunting_dog,0.0126007999999999,False,coyote,5.7350100000000005e-05,False
66494246576128,2015-11-18 18:17:59+00:00,198,54,12/10 gimme now https://t.co/QZAnwgnOMB,Twitter for iPhone,https://twitter.com/dog_rates/status/667044094246576128,1,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,,,12.0,10,golden_retriever,0.765266,True,Labrador_retriever,0.206694,True,seat_belt,0.0106669,False
66621812439745,2015-11-18 19:29:52+00:00,227,57,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,Twitter for iPhone,https://twitter.com/dog_rates/status/667062181243039745,1,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,Keet,,10.0,10,Chesapeake_Bay_retriever,0.825678,True,vizsla,0.090998,True,kelpie,0.0229562,True
666553555784,2015-11-18 19:43:11+00:00,175,51,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 https://t.co/7JdgVqDnvR,Twitter for iPhone,https://twitter.com/dog_rates/status/667065535570550784,1,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,,,8.0,10,jigsaw_puzzle,0.560001,False,doormat,0.1032589999999999,False,space_heater,0.042568,False
6673648344346624,2015-11-18 20:15:26+00:00,425,134,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,Twitter for iPhone,https://twitter.com/dog_rates/status/667073648344346624,1,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,Dave,,10.0,10,Chihuahua,0.4836819999999999,True,pug,0.0924938999999999,True,Brabancon_griffon,0.0574954,True
668936572764,2015-11-18 21:23:57+00:00,349,132,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,Twitter for iPhone,https://twitter.com/dog_rates/status/667090893657276420,1,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,Clybe,,7.0,10,Chihuahua,0.959514,True,Italian_greyhound,0.00537015,True,Pomeranian,0.00264133,True
6671197968787251,2015-11-18 23:18:48+00:00,346,135,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,Twitter for iPhone,https://twitter.com/dog_rates/status/667119796878725120,1,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,Gabe,,10.0,10,Pembroke,0.741563,True,Chihuahua,0.0578659,True,toy_poodle,0.0391250999999999,True
66713826967159,2015-11-19 00:32:12+00:00,4851,2387,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,Twitter for iPhone,https://twitter.com/dog_rates/status/667138269671505920,1,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,,,10.0,10,West_Highland_white_terrier,0.747713,True,Samoyed,0.2436289999999999,True,toy_poodle,0.00180397,True
66715216794234,2015-11-19 01:27:25+00:00,49720,18285,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,Twitter for iPhone,https://twitter.com/dog_rates/status/667152164079423490,1,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,Pipsy,,12.0,10,toy_poodle,0.535411,True,Pomeranian,0.087544,True,miniature_poodle,0.06205,True
667127932737,2015-11-19 01:59:39+00:00,268,66,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,Twitter for iPhone,https://twitter.com/dog_rates/status/667160273090932737,1,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,Bradlay,,11.0,10,golden_retriever,0.471351,True,miniature_poodle,0.0919921,True,standard_poodle,0.0873853999999999,True
66716550759865,2015-11-19 02:20:46+00:00,2819,1241,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,Twitter for iPhone,https://twitter.com/dog_rates/status/667165590075940865,1,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,Churlie,,10.0,10,miniature_pinscher,0.140173,True,Rottweiler,0.134094,True,beagle,0.0818998,True
6671712614,2015-11-19 02:43:18+00:00,235,97,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,Twitter for iPhone,https://twitter.com/dog_rates/status/667171260800061440,1,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,Kenneth,,10.0,10,giant_schnauzer,0.8412649999999999,True,Lakeland_terrier,0.0527442,True,Irish_water_spaniel,0.0344017,True
